OBJECTID,FID_precipitation_Output_Features,lat,lon,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
3466,12670,30.375,103.375,1309.075,1558.016,877.204,1229.01,1049.568,1126.086,1335.866,1062.706,1098.499,874.99,1301.468,1350.557,1246.437,1466.591,1067.312,1112.673,1165.319,861.042,1378.53,1176.857,998.699,913.874,1036.422,995.115,887.113,1345.564,965.511,1188.425,1012.161,1230.407,1101.705,954.677,1050.003,1044.393,895.947,990.592,1154.643,1275.774,1006.451,914.29,1173.55,1159.095,1206.456,1020.918,1105.7,1008.083,1031.986,1090.254,1027.536,910.661,959.57,1037.76,980.2,1033.008,907.75,1031.055,1032.415,970.478,827.854,1024.588,956.753,1073.127,1231.131,964.382,1085.595,1085.254,1230.488,1123.401,1152.262
2402,10898,28.625,108.375,1386.666,1331.058,1216.618,1041.745,1438.545,1136.97,1721.606,1410.914,1050.433,1224.656,1293.706,1077.461,966.529,1190.929,1229.208,1421.026,1448.634,1217.828,966.003,1637.651,1390.384,1354.855,1139.217,1050.204,1226.285,1247.536,1297.463,1302.522,1336.014,1559.005,1110.168,1110.159,1496.921,940.464,1444.45,1354.26,1217.92,1041.09,1068.718,1232.83,962.298,1175.603,1024.226,1330.389,1034.74,1319.972,1000.537,1232.066,1441.811,1057.968,1480.175,1427.528,1216.775,1059.091,1400.986,1187.217,1455.421,1024.076,1154.885,1220.652,1214.936,1063.47,1259.923,875.944,1256.331,1021.389,1461.18,1520.421,1490.308
3026,11940,29.625,112.875,1492.331,1345.911,1135.741,1275.386,1310.679,1357.153,1979.179,1076.535,1224.744,1319.639,1477.386,1231.063,1087.697,1161.247,1342.977,867.316,1389.457,1294.479,979.928,1431.218,866.664,1630.152,1488.188,985.462,1049.168,1490.495,1092.104,1373.127,1060.387,1589.602,904.906,1227.431,1648.863,1015.508,1440.165,1547.924,1051.56,988.7,1106.271,1400.518,1367.177,1534.015,1358.151,1347.589,1000.71,1532.089,1367.851,1632.826,1443.486,1087.843,1560.542,1554.462,1256.945,1124.36,1768.686,1310.306,1356.338,1109.92,1106.892,1033.187,1242.971,1170.959,1661.87,898.69,1488.281,1117.018,1207.702,1358.992,1590.862
3499,12703,30.375,111.625,1268.769,1090.307,1288.656,1056.683,1336.684,1119.978,1738.534,982.061,1200.01,1059.274,1401.186,1123.111,1142.307,1211.003,1168.639,923.809,1377.176,1139.526,790.727,1338.204,1061.974,1270.435,1262.667,987.74,963.532,1423.377,931.788,1219.372,907.451,1068.821,1029.556,1139.669,1473.346,868.476,1237.976,1525.273,986.222,984.574,950.742,1288.865,1022.359,1573.986,1101.058,1009.19,1037.332,1141.575,1034.388,1115.272,1346.848,979.9,1306.21,1160.791,1215.919,902.952,1645.973,1195.23,1018.927,930.53,1054.43,1113.612,1196.569,1139.205,1221.02,914.732,1027.2,1271.646,1065.088,1182.578,1358.373
7070,18204,35.875,78.875,69.699,74.407,253.355,233.658,62.881,294.545,125.983,67.153,136.246,135.233,44.815,103.773,190.665,96.01,104.197,67.944,73.709,57.903,147.923,98.652,25.344,197.391,139.038,92.865,176.242,94.498,224.591,81.138,183.793,177.846,109.735,67.065,31.925,85.139,71.337,127.573,66.861,50.841,110.23,160.662,233.067,64.396,191.905,94.592,238.701,170.337,99.547,83.765,203.982,44.32,98.547,106.806,93.608,85.222,178.449,187.319,138.466,157.385,130.932,59.497,130.6,63.399,139.181,105.197,95.117,60.582,32.491,100.133,39.096
5539,15787,33.375,114.625,1000.41,1093.362,839.349,760.515,755.619,594.448,1220.086,854.218,1110.006,848.168,954.874,638.825,901.39,672.661,862.41,988.672,1098.895,893.46,439.121,978.887,871.261,764.003,788.637,886.137,802.565,768.329,888.861,890.219,786.878,809.416,552.578,1130.4,855.334,689.861,1068.837,903.48,1191.821,741.298,527.282,907.109,684.802,1005.125,896.803,998.35,646.125,716.106,797.978,760.308,1077.698,614.338,1221.39,717.519,1255.93,606.021,819.239,1275.731,850.003,1044.885,898.079,1021.001,930.761,838.724,783.996,694.224,667.97,684.944,796.241,970.243,928.449
34,1688,19.625,109.875,1086.608,1218.308,2159.756,2307.729,1917.548,2453.157,2038.747,1451.825,1900.218,1760.495,1983.649,1331.04,2237.36,1547.63,1535.978,2115.612,2298.374,1676.469,1503.523,1960.498,1257.991,1363.751,1878.217,1638.492,2342.064,2085.783,1719.966,2006.273,1957.458,1216.454,2120.408,1482.358,1914.074,1887.749,2136.869,1588.024,1531.098,1887.967,1884.556,1274.867,1993.202,2126.085,1770.345,1275.288,1563.087,1869.311,2134.674,1668.017,1921.544,2438.738,1576.678,1886.397,2362.876,2200.512,1869.403,1481.584,1259.097,1548.874,1611.539,1659.933,1947.092,2502.89,1881.977,2329.889,2172.917,2258.843,1936.386,1905.108,2301.36
13513,27881,45.125,130.125,586.823,407.513,459.191,709.326,553.323,473.167,585.079,618.47,686.596,697.961,441.012,679.808,750.107,569.647,549.164,596.414,612.751,714.864,518.108,406.648,727.283,574.112,415.96,611.399,561.983,532.206,583.505,401.809,448.299,438.247,463.324,380.283,595.053,684.048,492.942,636.795,585.14,569.969,658.921,656.942,516.5,613.419,679.443,664.867,563.405,622.938,718.206,542.99,530.234,529.213,519.45,395.063,612.131,474.73,630.491,400.565,504.337,492.145,554.887,497.219,605.073,596.91,551.376,384.165,601.039,705.359,420.56,575.208,678.267
14114,29416,46.625,129.875,623.069,490.015,462.735,779.165,703.68,582.569,470.994,678.249,711.504,695.821,551.184,688.418,802.345,584.412,565.945,802.912,601.399,739.184,591.931,540.723,649.62,581.117,389.169,631.785,559.274,551.828,635.932,402.892,441.002,525.196,495.71,397.69,559.904,723.994,477.64,626.125,569.315,681.282,495.764,679.322,613.469,491.931,640.552,678.094,576.85,620.391,727.325,565.7,545.896,689.361,584.72,333.803,631.307,404.225,563.081,443.256,539.782,535.273,535.64,384.919,484.896,670.773,567.207,520.822,630.704,681.903,429.019,571.834,686.267
8677,20404,37.875,116.875,515.103,764.615,624.077,527.186,431.581,729.555,752.773,578.557,674.378,389.143,538.61,528.032,531.671,752.228,629.122,590.484,1048.078,309.514,585.455,552.039,294.967,662.138,540.922,839.52,488.941,635.785,629.743,434.973,559.411,936.537,616.54,528.235,541.938,471.405,497.742,469.618,618.363,556.063,356.923,717.753,511.652,344.631,794.752,688.86,430.291,557.664,675.17,696.934,652.641,406.892,603.178,432.394,435.681,356.219,360.198,613.942,706.327,572.142,448.345,636.225,518.899,532.091,543.878,474.986,637.994,681.49,450.96,598.107,634.992
11853,24879,42.375,83.625,106.206,156.902,120.565,86.392,141.712,173.323,223.567,137.517,183.046,69.696,202.709,163.062,155.223,117.215,154.436,142.987,157.043,105.691,192.82,116.021,116.035,124.446,206.361,134.748,135.733,147.7,141.444,116.448,125.584,153.629,171.642,158.549,171.828,168.525,130.604,91.221,116.563,90.354,216.367,198.779,216.444,153.872,183.004,149.385,185.065,203.744,140.949,151.781,180.593,127.738,192.723,176.26,124.641,168.971,173.825,254.005,187.853,175.138,161.317,112.435,165.826,140.0,246.819,202.108,147.457,150.924,171.659,193.183,166.166
9803,22080,39.625,87.875,65.324,74.369,63.924,71.898,75.932,57.695,40.623,48.488,18.424,25.25,73.185,57.733,21.02,25.648,116.86,28.9,56.302,51.839,85.347,105.528,62.103,66.206,61.126,70.505,78.718,70.2,158.032,76.008,151.123,56.362,33.983,107.469,70.214,159.132,81.334,46.037,127.804,50.638,29.287,88.449,72.652,68.871,98.25,132.992,124.415,103.989,31.384,72.774,86.797,53.857,98.956,86.549,83.452,16.71,69.779,71.112,55.702,106.026,61.62,158.813,129.756,45.676,81.136,40.687,57.727,138.094,30.859,73.223,59.162
1600,9120,26.875,111.875,1573.265,1527.162,1265.461,1365.402,1557.988,1732.288,1577.202,1439.127,1306.823,1362.045,1268.44,1484.196,1121.435,1757.571,1575.58,1104.401,1314.448,1336.445,1218.356,1310.284,1451.507,1268.801,1901.449,1165.925,1512.288,1643.134,1135.34,1685.03,1411.631,1297.566,1259.153,1280.037,1513.565,1613.735,1607.586,1217.722,1302.206,1114.538,1162.015,1287.742,1336.217,1292.247,1557.062,1321.104,1359.243,1490.32,1946.987,1278.807,1245.04,1758.301,1375.354,1587.339,1459.778,1379.805,1902.054,1086.179,1412.984,1283.644,1536.375,1067.845,1274.116,1229.081,1445.025,933.109,1481.28,1209.621,1416.705,1477.286,1587.346
9783,22060,39.625,82.875,57.486,68.641,41.091,55.494,51.017,36.955,74.73,43.24,37.057,54.578,128.899,30.173,53.295,24.518,95.523,26.465,27.053,23.246,48.245,52.645,17.961,32.882,54.226,146.095,77.324,40.269,74.789,24.239,67.976,58.553,55.66,75.08,22.108,107.115,84.942,55.778,33.739,31.463,38.299,129.994,55.41,134.252,67.408,43.714,90.041,105.498,20.462,61.026,82.85,70.89,93.443,75.854,43.134,31.801,38.077,90.513,30.006,105.975,43.244,88.909,89.253,45.537,79.806,60.835,54.498,109.923,40.34,85.347,52.93
7431,18723,36.375,80.625,84.54,71.537,91.713,143.856,25.158,66.283,109.632,73.821,45.798,107.145,56.612,79.712,61.08,35.749,101.543,35.271,66.007,53.152,104.527,73.975,60.019,84.692,73.305,114.721,150.229,55.864,112.461,40.487,79.543,98.49,72.061,58.599,26.645,119.53,75.807,102.774,43.684,30.076,65.115,136.942,142.96,73.797,98.716,56.708,155.089,111.446,45.287,53.82,96.171,34.849,62.09,67.715,59.231,77.609,118.134,155.882,83.496,151.908,102.182,66.231,75.002,50.779,119.589,45.534,145.266,77.017,51.706,104.381,69.994
169,4506,22.375,110.375,1429.898,1496.773,1875.385,1947.505,1871.617,1823.543,1674.558,1449.86,1190.587,1576.96,1110.129,2345.696,1276.694,2045.416,1288.345,1229.637,1381.407,1891.781,1595.701,1876.102,1620.695,1843.039,2284.849,1927.219,1861.054,2068.275,1496.315,2031.626,1940.952,1458.915,1744.478,1752.095,1355.731,2373.174,1597.382,1926.432,1551.68,1945.566,1468.444,1893.629,1503.558,1207.443,1545.21,1560.459,1560.424,1772.524,2208.056,1851.054,1642.938,2499.514,1686.116,1595.99,1273.825,2015.089,2115.808,1141.028,1374.73,1348.917,1722.295,1292.795,2081.804,1655.931,1630.682,1445.561,2050.09,2102.414,1752.815,1718.263,2082.93
1234,8066,25.875,104.375,1084.562,1063.969,1293.402,1008.396,1115.328,928.33,1286.494,1156.729,1147.099,1095.105,995.041,1139.902,1019.523,1436.45,1120.826,987.759,1275.853,1580.088,1068.265,1309.263,1391.432,1053.352,1178.797,1220.232,1087.427,1160.822,1362.828,895.77,1209.855,1204.351,1084.925,1284.821,1208.511,1158.456,1176.486,1327.654,1004.402,1156.46,1378.468,992.502,1039.401,797.337,1123.931,1277.802,918.559,1254.061,1215.425,1199.695,917.497,1451.393,997.097,1263.48,1015.339,1235.993,1053.948,958.799,892.185,1036.868,1065.95,1236.166,1240.014,853.39,1042.112,668.653,970.521,839.826,1321.331,1371.245,1095.392
9233,21285,38.875,81.125,60.714,58.53,42.256,64.242,26.091,25.214,74.452,53.842,28.643,71.704,86.659,40.288,46.657,24.987,87.004,25.419,42.244,34.938,58.812,49.599,46.441,29.082,29.97,118.326,94.442,35.702,82.067,22.791,24.441,47.816,32.698,36.709,42.594,110.575,78.4,55.922,43.464,16.795,32.696,120.741,87.153,73.176,48.143,36.215,81.785,89.172,24.855,43.665,82.763,52.556,71.296,61.301,38.266,38.699,81.867,101.39,34.685,115.932,48.974,59.969,53.456,44.026,73.428,49.582,97.25,90.701,64.614,75.666,120.965
1499,8847,26.625,107.625,1175.743,1394.263,1237.465,1138.237,1327.855,1153.834,1579.898,1083.755,999.04,1123.733,1064.37,1157.661,1071.12,1220.514,984.933,1148.865,1197.595,1394.257,901.416,1457.497,1238.254,1163.422,1261.804,1297.086,1233.87,1267.206,1223.23,1102.663,1355.055,1356.476,1129.968,1259.765,1187.336,892.465,1241.876,1178.27,1105.645,1162.459,1048.849,1016.848,1066.122,969.451,1032.907,1054.554,1105.406,1234.728,1309.024,1083.091,1103.295,1288.84,1166.125,1250.403,1423.281,999.835,1318.757,1020.416,1158.678,945.254,1001.996,1034.162,1250.707,1064.363,1086.117,802.199,1211.024,1027.616,1389.247,1494.845,1346.357
6102,16707,34.375,88.625,311.447,311.234,311.234,312.263,342.23,284.712,284.122,262.497,201.718,178.429,195.977,163.652,176.384,220.806,446.122,376.781,251.369,208.86,256.703,392.129,266.108,373.618,251.369,410.182,249.438,248.766,409.861,183.81,305.758,310.376,261.572,273.007,257.1,462.836,497.47,236.807,323.804,363.911,178.139,291.203,362.986,463.081,333.379,450.21,337.942,379.445,175.375,295.543,349.335,307.561,389.5,280.579,380.892,272.986,349.205,367.973,339.339,398.983,257.618,497.574,492.301,291.591,344.917,329.797,259.819,457.118,263.666,240.365,375.861
7747,19116,36.625,114.875,566.565,673.375,564.57,636.927,639.151,660.7,722.256,650.702,853.293,484.406,760.003,570.982,517.502,769.098,560.377,741.404,919.558,413.305,444.926,650.39,496.769,649.942,488.855,709.141,417.753,793.626,538.222,616.123,729.436,705.516,365.043,482.812,435.635,452.759,671.884,474.145,617.019,493.251,340.221,597.278,504.141,620.18,687.054,552.551,377.302,663.84,530.685,646.487,656.824,409.643,596.774,337.502,734.762,379.771,357.257,745.259,614.758,588.131,462.527,561.246,544.337,620.699,663.573,600.773,523.659,577.276,457.025,594.69,771.005
4292,13932,31.625,98.875,522.194,514.372,479.055,480.423,516.62,483.548,604.458,556.02,482.385,593.784,435.212,459.479,580.166,450.203,521.827,539.105,504.488,598.357,536.992,409.677,480.14,414.891,579.041,423.651,435.098,376.298,591.705,479.273,521.837,486.853,459.725,540.48,560.868,494.064,489.603,435.051,428.564,592.384,444.37,506.461,555.598,547.079,555.675,541.521,448.041,603.645,413.256,631.879,552.937,440.295,628.063,599.298,560.784,478.413,455.43,577.823,516.028,618.481,433.594,389.184,508.186,449.488,494.158,506.923,624.525,528.936,442.636,456.103,512.087
8806,20612,38.125,104.875,231.865,278.941,218.157,211.11,243.833,207.624,221.917,246.095,227.114,137.745,246.613,211.975,245.03,306.088,159.538,164.825,325.948,145.658,147.721,264.307,283.414,175.676,220.554,215.935,175.499,289.64,148.575,202.778,220.976,304.571,309.978,246.354,162.576,169.79,102.331,268.768,189.322,273.137,156.995,176.581,191.129,207.952,216.835,164.108,236.154,180.293,228.804,230.926,232.161,166.555,225.921,193.573,182.889,217.05,279.412,242.578,175.914,118.661,186.328,256.696,207.103,178.273,206.666,219.048,277.292,161.054,221.066,205.723,245.548
2166,10551,28.375,85.625,1018.624,1266.091,1140.888,969.765,978.334,970.684,1165.782,1048.097,1196.637,725.1,832.386,883.837,579.969,933.457,1106.795,1007.834,675.272,786.918,685.812,735.164,809.432,726.722,912.245,945.068,921.34,916.627,964.356,1067.94,869.992,1032.783,1005.597,853.022,1114.99,1041.984,1001.943,1134.798,923.091,824.455,986.77,982.323,1097.67,982.518,924.332,709.426,680.467,731.141,758.075,970.183,1022.18,1199.695,1041.642,1121.558,1119.656,1095.303,1084.638,1054.612,1113.575,760.045,891.949,898.494,1070.438,717.848,1074.941,1232.986,927.754,889.495,266.72,959.115,909.773
11551,24428,41.875,98.875,97.647,74.97,28.992,80.333,97.741,62.157,77.181,98.927,51.677,56.473,106.679,114.397,57.474,74.45,34.864,58.251,127.661,67.439,111.121,57.756,61.986,138.261,83.968,125.166,59.531,114.562,75.618,91.737,78.111,109.475,64.943,159.696,75.406,104.738,39.14,41.827,77.828,49.535,36.34,39.859,71.747,41.362,79.601,62.307,94.031,105.205,85.076,104.607,56.465,90.422,27.446,84.932,56.184,31.782,61.773,109.855,36.887,78.984,57.289,84.76,45.506,54.647,52.332,70.952,88.221,61.86,69.203,57.519,123.463
15318,35787,52.875,122.625,470.744,648.799,472.257,504.577,400.701,391.809,396.624,475.127,550.469,425.126,553.003,550.569,418.452,406.885,562.302,476.931,431.132,421.414,481.354,354.887,407.589,450.884,451.004,334.923,434.192,347.687,381.568,408.131,403.733,662.298,471.287,309.66,426.542,522.285,601.56,458.219,623.27,412.62,304.697,386.859,470.826,564.407,493.775,454.742,459.916,606.177,482.315,492.769,505.322,433.758,491.641,477.925,420.142,504.151,328.8,560.318,485.267,397.305,521.285,405.211,460.275,567.198,469.01,455.06,534.77,613.502,314.103,343.179,526.584
10029,22375,39.875,97.625,135.454,83.78,71.416,102.176,114.559,83.217,78.275,84.277,39.087,60.413,98.623,82.696,49.511,63.915,49.267,64.456,123.922,48.46,93.748,110.446,54.831,83.887,77.551,111.837,83.164,84.086,97.151,91.815,99.187,125.465,64.635,175.737,72.413,122.282,133.153,93.036,86.361,46.674,64.352,95.588,101.862,90.091,83.164,86.288,79.743,108.147,57.552,83.518,78.094,65.257,85.315,69.843,106.079,62.504,107.453,81.664,74.561,89.948,84.944,156.26,82.96,83.087,115.051,80.053,94.293,133.577,91.322,90.797,169.946
6657,17533,35.125,103.125,490.241,533.522,497.573,457.535,430.502,441.55,415.529,502.053,374.951,364.393,535.741,497.242,497.108,507.065,385.77,459.15,645.46,352.764,457.535,681.201,460.879,365.295,511.937,435.343,357.59,528.169,373.318,495.747,517.083,443.432,587.302,484.87,344.077,524.88,411.111,455.443,555.516,497.212,404.451,413.474,473.521,451.206,479.747,376.784,517.013,414.659,464.321,449.481,479.511,424.336,478.135,474.156,409.15,444.569,386.413,562.291,427.984,533.771,495.277,476.378,465.321,371.222,445.02,502.869,529.556,474.455,497.472,413.597,510.434
1969,10112,27.875,103.875,1064.267,1226.932,1016.254,957.408,999.364,979.67,1135.787,1037.404,1020.518,1039.65,988.207,1051.867,838.553,1060.347,931.164,876.469,1000.332,1124.818,1065.358,1064.019,1077.866,905.028,994.153,929.994,783.329,1118.69,970.657,866.812,1001.051,1064.114,992.59,1036.396,909.349,1035.865,833.781,1106.603,1063.777,973.424,1019.071,779.922,922.738,768.086,1004.626,914.927,794.431,895.068,898.936,914.272,776.36,885.415,919.102,1137.488,837.12,906.623,910.1,800.838,793.25,774.893,818.843,871.592,1007.245,731.916,903.548,487.581,925.096,1097.501,1155.287,1110.172,1199.845
5709,16045,33.625,115.125,966.37,1086.394,827.993,777.031,757.181,572.444,1155.122,804.101,1071.408,763.674,938.801,612.766,782.43,621.164,817.413,1065.281,1073.325,869.267,472.304,898.733,748.242,816.397,801.797,784.632,841.601,763.147,940.951,759.261,818.642,745.627,497.226,1146.839,790.354,612.04,923.29,831.051,1174.845,871.634,561.193,832.789,671.731,931.219,850.505,969.913,754.79,675.161,770.258,763.749,1003.677,690.585,1173.26,709.365,1120.439,670.375,757.585,1303.017,906.213,902.714,839.75,988.569,876.27,845.255,755.087,666.894,719.89,705.367,779.139,928.893,917.153
11019,23703,41.125,109.625,176.847,280.513,181.518,280.007,283.883,212.465,267.142,229.47,228.306,189.505,475.033,291.203,202.003,418.923,212.296,188.013,317.791,122.042,209.591,316.355,241.252,245.657,328.037,172.186,172.374,334.834,159.581,249.373,310.942,322.195,241.608,349.416,156.752,322.285,167.531,238.723,275.279,257.95,195.471,203.34,283.588,233.41,304.632,186.29,317.34,205.206,309.681,296.333,218.611,190.114,260.463,212.885,196.37,234.207,274.573,361.594,270.773,142.294,227.715,243.827,326.759,169.63,222.372,226.877,368.264,241.192,259.209,257.75,298.896
6634,17510,35.125,97.375,247.249,230.572,228.243,255.695,273.302,213.9,254.207,263.546,195.577,236.57,308.534,236.349,234.138,288.855,219.275,259.804,245.656,198.165,222.994,287.414,208.1,216.18,240.307,297.983,205.362,229.754,249.238,327.383,225.501,234.752,210.076,259.85,229.384,260.757,316.964,260.975,205.096,284.45,288.534,272.113,273.505,411.605,199.425,230.338,270.662,252.567,263.084,202.107,238.474,249.187,278.925,277.266,243.627,212.831,313.213,224.565,315.357,344.308,282.548,350.252,289.447,362.748,309.58,305.287,367.612,254.227,311.188,284.698,287.34
11405,24218,41.625,110.375,180.33,281.81,209.747,258.823,264.398,208.052,243.91,230.182,277.204,181.081,388.66,335.38,196.742,364.434,211.837,207.187,287.981,137.208,157.807,283.383,253.742,274.496,311.827,223.993,208.503,324.34,197.881,253.419,333.867,281.784,202.256,380.026,161.995,376.895,172.985,254.439,290.801,243.577,207.111,205.195,290.91,250.657,272.348,179.729,299.641,212.078,293.12,309.596,209.619,191.711,263.614,234.09,221.055,218.304,308.68,392.045,233.875,159.248,266.053,239.057,265.207,146.401,235.296,262.736,321.578,246.341,243.527,251.193,280.466
9935,22281,39.875,74.125,243.804,304.456,257.88,425.056,304.833,440.636,308.98,298.698,220.295,271.284,324.282,335.174,257.84,164.616,257.902,234.552,285.189,320.767,488.139,316.682,327.662,504.323,373.331,277.74,361.919,314.974,284.638,274.93,322.615,304.468,293.828,290.069,322.037,462.682,246.348,269.568,300.312,256.12,283.11,606.277,322.422,265.602,327.421,447.759,327.568,467.338,276.326,317.082,501.534,266.626,321.321,328.002,287.238,333.769,323.93,493.612,480.511,381.818,295.086,285.05,305.711,287.807,522.739,312.634,425.055,316.666,295.044,271.907,229.508
11556,24433,41.875,100.125,106.031,75.129,76.027,80.324,103.307,77.188,84.892,109.965,57.992,58.059,138.503,127.576,60.218,72.614,32.166,61.293,131.167,83.643,113.368,64.351,61.71,161.02,69.608,134.429,51.773,142.776,75.312,109.321,72.192,104.056,73.369,166.969,71.987,119.275,43.998,33.253,68.914,59.466,37.057,37.914,63.2,41.157,92.708,77.053,99.628,107.116,96.2,148.432,59.918,117.543,31.233,126.77,67.845,32.836,81.708,102.745,27.428,81.992,69.189,83.715,53.182,40.239,65.377,89.049,86.293,71.632,59.583,64.851,85.898
11210,23956,41.375,108.875,159.85,220.812,154.472,223.359,230.684,186.841,240.704,222.443,176.542,141.569,364.208,224.743,181.72,336.519,181.356,126.384,242.149,95.967,223.867,274.351,185.181,213.42,280.648,127.211,110.841,318.185,147.173,225.878,217.36,295.51,197.546,342.413,132.421,269.6,142.065,175.536,239.693,193.419,168.023,206.275,189.744,176.312,267.187,153.676,271.605,173.822,271.008,268.674,185.772,150.863,187.996,178.426,174.234,219.57,216.304,290.005,268.433,111.481,174.714,204.942,356.653,152.699,179.016,186.77,321.351,186.055,220.969,227.446,223.916
5152,15222,32.875,101.375,541.231,637.498,500.403,492.028,541.677,483.544,589.351,604.288,477.219,454.423,492.837,507.673,554.277,551.47,419.256,529.924,513.545,519.295,532.094,588.684,509.013,502.903,465.302,524.735,458.878,536.554,497.417,572.182,534.354,511.877,557.513,597.418,528.989,613.629,543.618,578.325,520.015,543.023,481.656,496.475,551.126,659.116,474.354,485.899,558.005,565.59,506.965,536.547,554.418,507.628,633.486,554.714,560.321,500.402,406.238,569.603,553.702,638.237,489.31,521.573,460.399,560.424,548.707,591.189,635.281,516.765,564.674,486.06,559.664
15290,35526,52.625,121.375,500.957,606.401,471.607,504.954,342.677,369.414,365.052,529.454,561.36,412.674,531.38,548.455,402.702,435.848,523.761,471.168,391.409,353.85,441.75,351.686,416.361,497.809,409.754,353.471,405.657,366.255,354.091,419.515,395.258,604.58,471.546,315.003,418.578,485.026,556.435,439.775,627.379,411.229,317.304,381.306,465.371,527.195,512.281,421.7,388.57,576.639,470.623,413.261,459.884,399.059,529.953,470.648,395.541,493.373,336.582,485.506,443.239,346.924,482.074,388.629,461.314,555.269,435.489,474.401,553.793,551.909,284.925,338.708,450.446
8973,20862,38.375,103.375,206.372,220.754,195.194,186.216,195.455,170.289,222.225,234.509,169.989,142.964,236.557,107.723,216.463,180.848,88.001,180.722,216.865,125.7,154.226,191.468,262.724,195.565,216.986,227.178,142.276,268.674,137.492,175.32,144.317,258.78,274.022,242.364,169.716,167.258,91.591,226.212,164.944,226.992,148.984,168.368,183.534,139.178,126.531,128.758,193.787,193.519,242.366,179.524,231.858,162.472,186.785,166.44,184.502,173.374,241.022,238.2,176.191,158.978,189.478,245.854,224.064,169.982,171.502,216.959,238.651,142.314,212.198,194.736,182.205
12267,25532,42.875,118.875,432.749,517.009,449.68,277.859,326.393,388.425,618.38,315.328,412.916,470.051,380.681,547.184,344.563,410.391,465.563,412.272,413.516,368.745,343.964,326.235,328.813,515.412,418.77,352.212,306.376,392.75,444.859,321.889,394.582,367.289,369.165,532.167,281.674,298.58,316.155,370.59,368.484,576.421,527.63,409.383,267.125,252.615,502.477,470.527,431.565,509.034,520.621,411.802,414.428,464.29,559.217,347.563,319.678,321.81,325.135,368.993,351.136,386.785,288.451,330.579,347.471,267.837,444.441,359.288,410.331,408.991,305.531,428.024,455.608
14909,32211,49.375,124.625,468.796,486.415,284.698,673.799,560.267,490.596,401.936,453.537,480.698,432.747,476.451,549.695,495.794,557.297,442.2,509.375,333.311,419.156,528.616,427.03,386.991,538.609,403.084,433.091,491.523,353.777,383.363,464.748,347.623,442.147,417.9,361.742,603.966,623.892,414.272,513.872,585.837,440.2,444.922,474.305,574.602,511.665,530.542,552.058,448.576,565.938,490.715,426.123,476.979,403.805,705.92,413.029,401.795,346.29,400.0,521.794,412.441,380.844,401.986,283.793,454.334,471.821,524.482,414.022,513.752,608.397,397.618,369.491,420.052
5658,15994,33.625,102.375,575.488,663.213,540.469,514.795,553.532,505.084,602.017,602.802,443.573,438.223,542.742,485.675,525.789,648.351,437.442,549.23,588.237,433.543,640.262,660.658,617.38,462.356,466.003,537.824,494.499,575.313,477.859,605.295,571.862,488.469,582.526,576.288,537.201,650.688,544.373,587.857,655.591,563.38,497.857,450.566,514.312,561.097,532.196,469.265,548.232,530.91,528.317,538.177,551.523,472.293,641.458,523.32,494.064,486.071,435.961,610.318,555.627,577.98,459.045,542.28,431.258,508.354,652.111,590.442,628.457,586.966,571.838,464.719,553.585
